AST;,0.03, ,14.38,225.8,225.8,0, ,14.54,1000,15000,7, ,80,95, ,0, ,14.38,-99,-99,100
AST;,0.03, ,14.40,228.6,228.6,0, ,14.54,1000,15000,7, ,80,95, ,0, ,14.40,-99,-99,100
AST;,0.03, ,14.40,227.2,227.2,0, ,14.54,1000,15000,7, ,80,95, ,0, ,14.40,-99,-99,100
AST;,0.03, ,14.41,227.0,227.0,0, ,14.54,1000,15000,7, ,80,95, ,0, ,14.41,-99,-99,100
AST;,0.03, ,14.43,230.3,230.3,0, ,14.54,1000,15000,7, ,80,95, ,0, ,14.43,-99,-99,100
AST;,0.03, ,14.41,223.7,223.7,0, ,14.54,1000,15000,7, ,80,95, ,0, ,14.41,-99,-99,100
AST;,0.03, ,13.63,227.7,227.7,0, ,14.54,1000,15000,7, ,80,95, ,0, ,13.63,-99,-99,100
AST;,0.03, ,13.64,231.9,231.9,0, ,14.54,1000,15000,7, ,80,95, ,0, ,13.64,-99,-99,100
SST;,AREG1.0.1, ,0,0, ,3,4.00,1.00, ,0,0, ,4,0
AST;,0.03, ,14.14,223.9,223.9,0, ,14.54,1000,15000,7, ,80,95, ,0, ,14.14,-99,-99,97
AST;,0.03, ,14.20,231.1,231.1,0, ,14.54,1000,15000,7, ,80,95, ,0, ,14.20,-99,-99,100
AST;,0.03, ,14.18,226.4,226.4,0, ,14.54,1000,15000,7, ,80,95, ,0, ,14.18,-99,-99,100
AST;,0.03, ,14.23,232.2,232.2,0, ,14.54,1000,15000,7, ,80,95, ,0, ,14.23,-99,-99,100
AST;,0.03, ,14.22,228.5,228.5,0, ,14.54,1000,15000,7, ,80,95, ,0, ,14.22,-99,-99,100
AST;,0.03, ,14.21,225.2,225.2,0, ,14.54,1000,15000,7, ,80,95, ,0, ,14.21,-99,-99,100
AST;,0.03, ,14.23,226.1,226.1,0, ,14.54,1000,15000,7, ,80,95, ,0, ,14.23,-99,-99,100
AST;,0.03, ,14.24,226.5,226.5,0, ,14.54,1000,15000,7, ,80,95, ,0, ,14.24,-99,-99,100
AST;,0.03, ,14.23,223.2,223.2,0, ,14.54,1000,15000,7, ,80,95, ,0, ,14.23,-99,-99,100
AST;,0.03, ,14.28,229.6,229.6,0, ,14.54,1000,15000,7, ,80,95, ,0, ,14.28,-99,-99,100
AST;,0.03, ,14.28,228.9,228.9,0, ,14.54,1000,15000,7, ,80,95, ,0, ,14.28,-99,-99,100
AST;,0.04, ,14.27,223.9,223.9,0, ,14.54,1000,15000,7, ,80,95, ,0, ,14.27,-99,-99,100
CST;,3,0,1,70,  ,1,1,  ,1,1,0, ,0,0,0,  ,128
AST;,0.04, ,14.29,226.3,226.3,0, ,14.54,1000,15000,7, ,80,95, ,0, ,14.29,-99,-99,100
AST;,0.04, ,14.32,229.0,229.0,0, ,14.54,1000,15000,7, ,80,95, ,0, ,14.32,-99,-99,100
AST;,0.04, ,14.31,225.6,225.6,0, ,14.54,1000,15000,7, ,80,95, ,0, ,14.31,-99,-99,100
AST;,0.04, ,14.32,227.0,227.0,0, ,14.54,1000,15000,7, ,80,95, ,0, ,14.32,-99,-99,100
AST;,0.04, ,14.31,223.5,223.5,0, ,14.54,1000,15000,7, ,80,95, ,0, ,14.31,-99,-99,100
AST;,0.04, ,14.34,227.5,227.5,0, ,14.54,1000,15000,7, ,80,95, ,0, ,14.34,-99,-99,100
AST;,0.04, ,14.35,227.5,227.5,0, ,14.54,1000,15000,7, ,80,95, ,0, ,14.35,-99,-99,100
AST;,0.04, ,14.39,232.0,232.0,0, ,14.54,1000,15000,7, ,80,95, ,0, ,14.39,-99,-99,100
AST;,0.04, ,14.36,224.6,224.6,0, ,14.54,1000,15000,7, ,80,95, ,0, ,14.36,-99,-99,100
AST;,0.04, ,14.36,223.8,223.8,0, ,14.54,1000,15000,7, ,80,95, ,0, ,14.36,-99,-99,100
AST;,0.04, ,14.40,229.8,229.8,0, ,14.54,1000,15000,7, ,80,95, ,0, ,14.40,-99,-99,100
AST;,0.04, ,14.41,229.7,229.7,0, ,14.54,1000,15000,7, ,80,95, ,0, ,14.41,-99,-99,100
CPE;,3,14.60,270,5,0, ,0,0,0.00,0, ,13.40,-1,0,-10,0,12.80, ,0,0.00,0, ,15.30,0,3,0, ,0.016,15,-50,125
AST;,0.04, ,14.40,227.1,227.1,0, ,14.54,1000,15000,7, ,80,95, ,0, ,14.40,-99,-99,100
AST;,0.04, ,14.43,230.2,230.2,0, ,14.54,1000,15000,7, ,80,95, ,0, ,14.43,-99,-99,100
AST;,0.04, ,14.43,228.2,228.2,0, ,14.54,1000,15000,7, ,80,95, ,0, ,14.43,-99,-99,100
AST;,0.04, ,14.41,223.4,223.4,0, ,14.54,1000,15000,7, ,80,95, ,0, ,14.41,-99,-99,100
AST;,0.04, ,14.43,225.8,225.8,0, ,14.54,1000,15000,7, ,80,95, ,0, ,14.43,-99,-99,100
AST;,0.04, ,14.44,227.0,227.0,0, ,14.54,1000,15000,7, ,80,95, ,0, ,14.44,-99,-99,100
AST;,0.04, ,14.44,224.4,224.4,0, ,14.54,1000,15000,7, ,80,95, ,0, ,14.44,-99,-99,100
AST;,0.04, ,14.44,223.0,223.0,0, ,14.54,1000,15000,7, ,80,95, ,0, ,14.44,-99,-99,100
AST;,0.04, ,14.46,225.3,225.3,0, ,14.54,1000,15000,7, ,80,95, ,0, ,14.46,-99,-99,100
AST;,0.04, ,14.48,228.2,228.2,0, ,14.54,1000,15000,7, ,80,95, ,0, ,14.48,-99,-99,100
AST;,0.04, ,14.49,229.7,229.7,0, ,14.54,1000,15000,7, ,80,95, ,0, ,14.49,-99,-99,100
AST;,0.04, ,14.51,232.3,232.3,0, ,14.54,1000,15000,7, ,80,95, ,0, ,14.51,-99,-99,100
SCV;,0,0,0,0.00,0.00,0, ,200,1.00,0.75,0.50,-1, ,0,0, ,12,2.392,10000, ,0,-1
AST;,0.04, ,14.47,222.2,222.2,0, ,14.54,1000,15000,7, ,80,95, ,0, ,14.47,-99,-99,100
AST;,0.04, ,14.52,232.1,232.1,0, ,14.54,1000,15000,7, ,80,95, ,0, ,14.52,-99,-99,100
AST;,0.04, ,14.51,227.7,227.7,0, ,14.54,1000,15000,7, ,80,95, ,0, ,14.51,-99,-99,99
AST;,0.04, ,14.52,228.4,228.4,0, ,14.54,1000,15000,7, ,80,95, ,0, ,14.52,-99,-99,100
AST;,0.04, ,14.51,223.7,223.7,0, ,14.54,1000,15000,7, ,80,95, ,0, ,14.51,-99,-99,100
AST;,0.04, ,14.53,227.9,227.9,0, ,14.54,1000,15000,8, ,80,95, ,0, ,14.53,-99,-99,100
AST;,0.04, ,14.54,227.4,227.4,0, ,14.54,1000,15000,8, ,80,95, ,0, ,14.54,-99,-99,99
AST;,0.04, ,14.54,225.9,225.9,0, ,14.54,1000,15000,8, ,80,95, ,0, ,14.54,-99,-99,100
AST;,0.04, ,14.52,220.8,220.8,0, ,14.54,1000,15000,8, ,80,95, ,0, ,14.52,-99,-99,99
AST;,0.04, ,14.55,227.1,227.1,0, ,14.54,1000,15000,8, ,80,95, ,0, ,14.55,-99,-99,98
AST;,0.04, ,14.54,222.0,222.0,0, ,14.54,1000,15000,8, ,80,95, ,0, ,14.54,-99,-99,98
AST;,0.05, ,14.52,216.9,216.9,0, ,14.54,1000,15000,8, ,80,95, ,0, ,14.52,-99,-99,97
NPC;,1,ALTREG,1234
AST;,0.05, ,14.55,223.2,223.2,0, ,14.54,1000,15000,8, ,80,95, ,0, ,14.55,-99,-99,96
AST;,0.05, ,14.52,213.5,213.5,0, ,14.54,1000,15000,8, ,80,95, ,0, ,14.52,-99,-99,95
AST;,0.05, ,14.55,219.3,219.3,0, ,14.54,1000,15000,8, ,80,95, ,0, ,14.55,-99,-99,95
AST;,0.05, ,14.54,215.8,215.8,0, ,14.54,1000,15000,8, ,80,95, ,0, ,14.54,-99,-99,96
AST;,0.05, ,14.53,211.7,211.7,0, ,14.54,1000,15000,8, ,80,95, ,0, ,14.53,-99,-99,94
AST;,0.05, ,14.55,216.8,216.8,0, ,14.54,1000,15000,8, ,80,95, ,0, ,14.55,-99,-99,93
AST;,0.05, ,14.54,211.9,211.9,0, ,14.54,1000,15000,8, ,80,95, ,0, ,14.54,-99,-99,93
AST;,0.05, ,14.53,207.7,207.7,0, ,14.54,1000,15000,8, ,80,95, ,0, ,14.53,-99,-99,92
AST;,0.05, ,14.54,209.9,209.9,0, ,14.54,1000,15000,8, ,80,95, ,0, ,14.54,-99,-99,91
AST;,0.05, ,14.56,213.5,213.5,0, ,14.54,1000,15000,8, ,80,95, ,0, ,14.56,-99,-99,91
AST;,0.05, ,14.55,208.4,208.4,0, ,14.54,1000,15000,8, ,80,95, ,0, ,14.55,-99,-99,91
